,node_id,alertname,dc_id,dc_name,guestos_tee_active,guestos_version,ip_address,ipv4_connectivity_status,node_hardware_generation,node_operator_id,node_provider_id,node_provider_name,node_type,owner,region,status,subnet_id
1,23jbm-6z6mi-ki2ut-fkz5x-yy4uy-6llls-yyodh-xv537-2qonk-2iod3-jae,,mn2,Melbourne 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2403:f000:300:6:6801:e2ff:fe86:7bd0,False,Gen2,l5lhp-734i5-tbott-vipvc-vud2f-pfh7r-g3227-tgkdj-4rggm-abc2e-cae,ihbuj-erwnc-tkjux-tqtnv-zkoar-uniy2-sk2go-xfpkc-znbb4-seukm-wqe,Icaria Systems Pty Ltd,REPLICA,NEXTDC,"Oceania,AU,Melbourne",UP,
3,24fcm-3onfs-cykax-al4jb-gvdd3-u76zl-ht6ef-hcsbc-xwf54-xbrym-xae,,bt1,Vilnius 1,,44e6a4830a03f05101a33d7baeb1f92c5c8093bc,2001:1ab9:f002:5:6801:63ff:feb7:7ad7,False,Gen2,mbnsu-w4xfc-pmdok-r2lwo-wxfr4-gigu5-4idcm-5uuuy-znvby-biiny-jqe,4jjya-hlyyc-s766p-fd6gr-d6tvv-vo3ah-j5ptx-i73gw-mwgyd-rw6w2-rae,MB Patrankos šūvis,REPLICA,Baltneta,"Europe,LT,Vilnius",UP,
6,25a7h-yfxtk-5wcoz-p56pu-bzpsa-xkr4h-7mlkz-slh2e-iwrtk-kqeav-cae,,nm1,Navi Mumbai 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2401:7500:1016:0:6801:bbff:fee7:7d39,False,Gen2,mpmyf-juliu-5qwcu-ofamg-es7ug-4mjt4-w5lht-dbrfb-ualjm-hcwmn-pae,ulyfm-vkxtj-o42dg-e4nam-l4tzf-37wci-ggntw-4ma7y-d267g-ywxi6-iae,Rivram Inc,REPLICA,Rivram,"Asia,IN,Navi Mumbai",UP,
11,2dzst-xscbm-fudmf-67coh-wopas-z46qm-2awcg-d2xjh-xxlnz-ru3pg-rqe,,pl2,Panvel 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2406:1840:100:15:6801:d9ff:fef1:e952,False,Gen2,7rw6b-6r7qv-al3uk-rimg7-ifkjv-hettz-lhmly-t55g7-xrwac-25ayy-wae,zy4m7-z5mhs-zfkpl-zlsjl-blrbx-mvvmq-5z4zu-mf7eq-hhv7o-ezfro-3ae,Krishna Enterprises,REPLICA,Yotta,"Asia,IN,Panvel",UP,
14,2ftux-ivgjc-t4i2d-lq5hs-myjdg-3h2pz-l2ddl-nsxfc-wlaq7-fkbc5-6ae,,sl1,Seoul 1,,44e6a4830a03f05101a33d7baeb1f92c5c8093bc,2001:ed0:a:101:6801:72ff:fe6b:adc7,False,Gen2,ukji3-ju5bx-ty5r7-qwk4p-eobil-isp26-fsomg-44kwf-j4ew7-ozkqy-wqe,4dibr-2alzr-h6kva-bvwn2-yqgsl-o577t-od46o-v275p-a2zov-tcw4f-eae,Neptune Partners,REPLICA,Megazone Cloud,"Asia,KR,Seoul",UP,
20,2katp-edgoa-qnmux-ynruc-wwgub-y5von-zavsw-nvzfs-dwj4i-t7jil-fqe,,pl2,Panvel 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2406:1840:100:15:6801:e0ff:fe30:4d56,False,Gen2,7rw6b-6r7qv-al3uk-rimg7-ifkjv-hettz-lhmly-t55g7-xrwac-25ayy-wae,zy4m7-z5mhs-zfkpl-zlsjl-blrbx-mvvmq-5z4zu-mf7eq-hhv7o-ezfro-3ae,Krishna Enterprises,UNASSIGNED,Yotta,"Asia,IN,Panvel",UP,
25,2mmpk-6kvr3-3syvq-twao3-g3fxc-gz3n2-o3tgf-34irb-idruv-cogfq-sqe,,ma3,Madrid 3,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a00:e9c0:0:2:6801:8bff:fe50:4056,False,Gen2,wtsc7-nooey-5r454-alljc-g2thc-i52hy-acwfo-y2oub-vthqx-3wpy2-fqe,4r6qy-tljxg-slziw-zoteo-pboxh-vlctz-hkv2d-7zior-u3pxm-mmuxb-cae,Maksym Ishchenko,REPLICA,IPCore,"Europe,ES,Madrid",UP,
35,2xph2-xvn4v-pc5xz-3upfj-etpio-qaf2k-d2s3v-jnceu-vcher-qhqav-rqe,,pc1,Panama City 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2606:f180:9:1a:6801:ebff:fee1:8e66,False,Gen2,qaes5-yo2iq-rhzta-vsh6g-ksq6o-yxtlb-lakue-snalc-ubxec-h3hy6-hae,eatbv-nlydd-n655c-g7j7p-gnmpz-pszdg-6e6et-veobv-ftz2y-4m752-vqe,Bianca-Martina Rohner,REPLICA,Navegalo,"North America,PA,Panama City",UP,
37,2yjqo-sw2lo-4tqkt-6znj3-42w5f-iixil-q5b6b-shnbo-fnmvr-gvgwd-dqe,,jb1,Gauteng 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2c0f:f708:b:101:6801:78ff:fe0f:9947,False,Gen2,2rzvs-dyynq-3chdr-svjev-vdotj-blgs2-yrxfu-jbpm4-wzzht-zirb4-mqe,unqqg-no4b2-vbyad-ytik2-t3vly-3e57q-aje2t-sjb5l-bd4ke-chggn-uqe,Karel Frank,REPLICA,Teraco,"Africa,ZA,Gauteng",UP,
39,32yxi-hqan7-bhpqw-ypgjn-zq64m-6uqxs-htba2-sldaq-dkm7c-af3o5-vae,IC_OrchestratorFlapping,hk4,HongKong 4,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:df7:fc80:5:6801:6fff:fe88:b2b8,False,Gen2,dg7of-7gsgk-b7ptj-mcrrc-bxcae-6yg2o-oa57j-64cyo-vbc4d-t3ax5-oqe,64xe5-tx2s3-4gjmj-pnozr-fejw2-77y5y-rhcjk-glnmx-62brf-qin5q-pqe,Web3game,REPLICA,hkntt,"Asia,HK,HongKong",DEGRADED,
40,33mvi-izcix-iv5ys-fypko-b4fwq-w3uns-s3tbl-5ij6h-qvxsf-nm3gb-fqe,,fm1,Fremont,True,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:470:220:2080:6801:4fff:fe2c:6c85,True,Gen2,hoqyg-qkf6b-ulmyi-zfk6z-fuvlo-pekr6-goigz-qweij-xhghd-vibjl-jqe,hk7eo-22zam-kqmsx-dtfbj-k5i6f-jg65h-micpf-2cztc-t2eqk-efgvx-vqe,"NoviSystems, LLC",UNASSIGNED,Hurricane Electric,"North America,US,California",UP,
42,34vxs-3ebd4-x454e-jacqp-5rxv3-lfna4-xtoua-vzulm-lwh77-zu5fq-lqe,,kr2,Seoul 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2606:fb40:201:1001:6801:26ff:fef9:1b20,True,Gen2,5dwhe-vpbuf-zz5ml-ylu6k-7y2z2-36ywv-5e4wf-advxd-3endk-icvg4-cae,64xe5-tx2s3-4gjmj-pnozr-fejw2-77y5y-rhcjk-glnmx-62brf-qin5q-pqe,Web3game,REPLICA,Gasan,"Asia,KR,Seoul",UP,
43,35ddr-mltrg-nxmdq-34ttq-ic4ra-ygatb-vwo2p-7bz2e-lgkex-5djch-3qe,,ta2,Tallinn 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a07:9280:0:6:6801:a5ff:fec7:dc33,False,Gen2,kcyob-6amxm-wgpbs-gbyxc-pxp7l-tdacq-gjhv4-wg37h-2p6lx-h7hmi-4ae,ivf2y-crxj4-y6ewo-un35q-a7pum-wqmbw-pkepy-d6uew-bfmff-g5yxe-eae,Ivanov Oleksandr,UNASSIGNED,Telia DC,"Europe,EE,Tallinn",UP,
48,3a26u-jjslo-2w3hr-v2npg-y6xp2-zikx7-c6vu7-jz3bf-dmhy4-fd2qw-nqe,,hk1,HongKong 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2404:82c0:1:0:6801:d5ff:fe35:e4f2,False,Gen2,z6cfb-dbya3-nh4pm-nyteq-76n7d-xzi27-tf3cg-t7sz7-244qt-6rnjy-3ae,g2ax6-jrkmb-3zuh3-jibtb-q5xoq-njrgo-5utbc-j2o7g-zfq2w-yyhky-dqe,Wancloud limited,UNASSIGNED,Unicom,"Asia,HK,HongKong",UP,
52,3d7ai-2u6yp-lstfm-jbb3l-74tuq-ylbdi-wrrrd-ctpwc-rrch4-j6zxb-rae,,se1,Washington 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2600:c00:2:100:6801:54ff:fe32:ea61,False,Gen1,xph6u-z3z2t-s7hh7-gtlxh-bbgbx-aatlm-eab4o-bsank-nqruh-3ub4q-sae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,UNASSIGNED,Evocative,"North America,US,Washington",UP,
56,3hibk-2fnod-r7pab-hb3im-blyqv-lyvdx-v273s-psxjn-yfsue-iakax-yae,IC_OrchestratorFlapping,hk4,HongKong 4,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2401:9140:0:5:6801:71ff:fe74:4b85,False,Gen2,aaxec-cijpz-vzdwe-546fi-vahtf-s2awa-ldn7q-mzl2j-gmvhz-56zlq-mqe,cgmhq-c4zja-yov4u-zeyao-64ua5-idlhb-ezcgr-cultv-3vqjs-dhwo7-rqe,Origin Game,REPLICA,hkntt,"Asia,HK,HongKong",DEGRADED,
61,3jol6-6a6dv-ysedb-5qlxc-baclw-ub23p-d324m-7sfus-bkbnk-jlh6b-jqe,,ld1,London 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2605:6441:2001:66:6801:79ff:fee7:68ac,True,Gen2,raiov-7se2a-qvvut-fosrr-ewckg-wwvx5-yiyih-msga4-kibn2-tel4j-uae,i3cfo-s2tgu-qe5ym-wk7e6-y7ura-pptgu-kevuf-2feh7-z4enq-5hz4s-mqe,Conic Ventures,REPLICA,Latitude.sh,"Europe,UK,London",UP,
68,3ojqg-v6jhs-frq5l-a3l7k-7xvhc-kolvz-2e4to-pdf4l-xiuem-h72b3-bqe,,sc1,Queensland 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2405:800:1000:17:6801:adff:fe7c:8594,False,Gen2,f3toa-2qbnz-67mnl-ws76t-asi36-oz7vd-w5xjx-u5n75-jchls-uhioe-6qe,unqqg-no4b2-vbyad-ytik2-t3vly-3e57q-aje2t-sjb5l-bd4ke-chggn-uqe,Karel Frank,REPLICA,NEXTDC,"Oceania,AU,Queensland",UP,
69,3pjo5-pzanu-lcywl-mybke-dymuw-qfx63-i5tss-4lotj-nfx4j-dniyi-7qe,,pl2,Panvel 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2406:1840:100:15:6801:5dff:fe0b:cd0c,False,Gen2,7rw6b-6r7qv-al3uk-rimg7-ifkjv-hettz-lhmly-t55g7-xrwac-25ayy-wae,zy4m7-z5mhs-zfkpl-zlsjl-blrbx-mvvmq-5z4zu-mf7eq-hhv7o-ezfro-3ae,Krishna Enterprises,REPLICA,Yotta,"Asia,IN,Panvel",UP,
76,3y7fy-fd2oe-33qxg-wq7y6-zzplk-33jhm-n4glx-2c7ij-k24nn-jbsst-xae,,nm1,Navi Mumbai 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2401:7500:1016:0:6801:beff:fef8:fd8d,False,Gen2,mpmyf-juliu-5qwcu-ofamg-es7ug-4mjt4-w5lht-dbrfb-ualjm-hcwmn-pae,ulyfm-vkxtj-o42dg-e4nam-l4tzf-37wci-ggntw-4ma7y-d267g-ywxi6-iae,Rivram Inc,REPLICA,Rivram,"Asia,IN,Navi Mumbai",UP,
77,3yok3-yvswm-l4ior-bjh62-fsi73-vfqp3-77wji-coglq-l2bjw-rxrph-uqe,,bn1,South Moravian Region 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a01:430:18c:0:6801:e1ff:fedf:e4ec,False,Gen2,zc635-ppr46-ap6eg-pghtn-wtnxz-6czvv-a4uxm-adjgb-wtoh4-2ddnl-uae,efem5-kmwaw-xose7-zzhgg-6bfif-twmcw-csg7a-lmqvn-wrdou-mjwlb-vqe,Lukas Helebrandt,REPLICA,Master Internet,"Europe,CZ,South Moravian Region",UP,
80,45huy-6h3k3-m7uao-7w4bu-dtcgx-4yxpc-s36gr-pq7k5-xesnw-vnjut-oae,,zh2,Zurich 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a00:fb01:400:200:6801:70ff:fed9:d631,False,Gen1,y4c7z-5wyt7-h4dtr-s77cd-t5pue-ajl7h-65ct4-ab5dr-fjaqa-x63kh-xqe,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,REPLICA,Everyware,"Europe,CH,Zurich",UP,
85,46zyr-5fhhv-qlt54-4dsfs-drvip-ckwhj-q5sqy-cwwvf-4vdxy-id6ly-fae,,kr1,Seoul 3,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a0c:b641:b21:2b:6801:1ff:fe09:4caa,False,Gen2,iubpe-vrzpt-cdf5f-kkzhq-rgp63-dkbfo-fje7f-6aknf-jekzg-3s7tv-oae,r3yjn-kthmg-pfgmb-2fngg-5c7d7-t6kqg-wi37r-j7gy6-iee64-kjdja-jae,Pindar Technology Limited,UNASSIGNED,KT,"Asia,KR,Seoul",UP,
87,4c63m-yfsxg-sy4dc-qhhvt-nwkgn-ib5fj-3qewz-svezz-2og3i-tlxll-eae,,ct2,Cape Town 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2c0f:f708:c005:0:6801:eaff:fe7a:91e0,False,Gen2,x7fjr-ngws7-jpjtq-e3c7s-735uk-gyusv-ppoeh-n4xhg-fwjck-um6pf-fae,py2kr-ipr2p-ryh66-x3a3v-5ts6u-7rfhf-alkna-ueffh-hz5ox-lt6du-qqe,Kontrapunt (Pty) Ltd,REPLICA,Teraco,"Africa,ZA,Cape Town",UP,
93,4gvj7-o7ylc-hpbec-daxvh-wlmpi-3w3sg-nzhdw-e7r65-edxmw-x5gzq-tqe,,se1,Washington 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2600:c00:2:100:6801:15ff:fedc:9fc0,False,Gen1,xph6u-z3z2t-s7hh7-gtlxh-bbgbx-aatlm-eab4o-bsank-nqruh-3ub4q-sae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,REPLICA,Evocative,"North America,US,Washington",UP,
95,4ilsj-76cys-w3sdj-znt6m-vsv6q-ak5st-iawte-mr4o7-o5d6s-jhego-7qe,,tv1,Tel Aviv 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a03:ff40:dcbe:1019:6801:baff:fee7:e5b6,False,Gen2,lis4o-siuek-6zrm6-g5pkh-lswnt-ttsd4-henvb-d6mit-lgfpr-lynph-xae,6sq7t-knkul-fko6h-xzvnf-ktbvr-jhx7r-hapzr-kjlek-whugy-zt6ip-xqe,GeoNodes LLC,UNASSIGNED,Interhost,"Asia,IL,Tel Aviv",UP,
97,4jf5x-7jffe-qbtoz-czwrh-6ko6m-coxky-jdegu-dlhaj-jkv5x-zytf6-vqe,,sc1,Queensland 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:df2:f540:2:6801:8eff:feed:aca9,False,Gen2,srrm2-zawrj-4euwg-w24k6-yiwlj-ln6r7-kxkgb-itaal-efw4m-fp36x-bqe,fwnmn-zn7yt-5jaia-fkxlr-dzwyu-keguq-npfxq-mc72w-exeae-n5thj-oae,ANYPOINT PTY LTD,REPLICA,NEXTDC,"Oceania,AU,Queensland",UP,
99,4jv6f-e5bq5-dwr5u-pptpu-5lh32-4zcfq-ujlq6-ckdbm-zwonj-yyxci-rqe,,se1,Washington 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2600:c00:2:100:6801:a2ff:fe6e:263f,False,Gen1,xph6u-z3z2t-s7hh7-gtlxh-bbgbx-aatlm-eab4o-bsank-nqruh-3ub4q-sae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,REPLICA,Evocative,"North America,US,Washington",UP,
107,4mfcc-d3te7-zk2in-n5hm2-tcquv-bgc2e-obpbh-xp5jc-7boqr-oidte-jqe,,hk1,HongKong 1,,44e6a4830a03f05101a33d7baeb1f92c5c8093bc,2404:82c0:1:0:6801:e2ff:fea1:6aa1,False,Gen2,z6cfb-dbya3-nh4pm-nyteq-76n7d-xzi27-tf3cg-t7sz7-244qt-6rnjy-3ae,g2ax6-jrkmb-3zuh3-jibtb-q5xoq-njrgo-5utbc-j2o7g-zfq2w-yyhky-dqe,Wancloud limited,REPLICA,Unicom,"Asia,HK,HongKong",UP,
109,4nkoi-tdk2r-bfboy-5dokf-zc2tp-sokpx-hqfr5-6znc4-vqnxe-kr7ro-iqe,,sl1,Seoul 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:ed0:a:101:6801:98ff:fe25:dbe5,False,Gen2,ukji3-ju5bx-ty5r7-qwk4p-eobil-isp26-fsomg-44kwf-j4ew7-ozkqy-wqe,4dibr-2alzr-h6kva-bvwn2-yqgsl-o577t-od46o-v275p-a2zov-tcw4f-eae,Neptune Partners,REPLICA,Megazone Cloud,"Asia,KR,Seoul",UP,
119,4vwpn-budhw-o2kvm-axlue-sr5lt-vy3be-ammju-rw22w-w4qtn-sns52-3qe,,nm1,Navi Mumbai 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2401:7500:1016:0:6801:29ff:fec2:3713,False,Gen2,mpmyf-juliu-5qwcu-ofamg-es7ug-4mjt4-w5lht-dbrfb-ualjm-hcwmn-pae,ulyfm-vkxtj-o42dg-e4nam-l4tzf-37wci-ggntw-4ma7y-d267g-ywxi6-iae,Rivram Inc,REPLICA,Rivram,"Asia,IN,Navi Mumbai",UP,
123,4y5k6-auywv-zpovi-teeu2-bqfdx-spyxc-b76oo-ug55w-o4vrq-6z2jt-tae,,sc1,Queensland 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2405:800:1000:17:6801:46ff:fe15:973a,False,Gen2,f3toa-2qbnz-67mnl-ws76t-asi36-oz7vd-w5xjx-u5n75-jchls-uhioe-6qe,unqqg-no4b2-vbyad-ytik2-t3vly-3e57q-aje2t-sjb5l-bd4ke-chggn-uqe,Karel Frank,REPLICA,NEXTDC,"Oceania,AU,Queensland",UP,
132,56ovz-lrvyd-gggsl-qtenl-uuokx-p7t3t-rg6mc-6lc5l-usfqb-fygiv-aqe,,sc1,Queensland 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:df2:f540:2:6801:b8ff:fe5f:3230,False,Gen2,srrm2-zawrj-4euwg-w24k6-yiwlj-ln6r7-kxkgb-itaal-efw4m-fp36x-bqe,fwnmn-zn7yt-5jaia-fkxlr-dzwyu-keguq-npfxq-mc72w-exeae-n5thj-oae,ANYPOINT PTY LTD,REPLICA,NEXTDC,"Oceania,AU,Queensland",UP,
135,5alj6-ij6fd-4efxw-chag5-7a327-7uvyj-lhait-ojze2-gxxtr-mgfkf-rae,,kr1,Seoul 3,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a0c:b641:b21:2b:6801:24ff:fe84:5f8c,False,Gen2,iubpe-vrzpt-cdf5f-kkzhq-rgp63-dkbfo-fje7f-6aknf-jekzg-3s7tv-oae,r3yjn-kthmg-pfgmb-2fngg-5c7d7-t6kqg-wi37r-j7gy6-iee64-kjdja-jae,Pindar Technology Limited,REPLICA,KT,"Asia,KR,Seoul",UP,
141,5ei6o-6mx3z-zag6b-ubdsz-odxr3-ytixv-rrnv3-khmkc-4tuni-ber6p-mae,,hk3,HongKong 3,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2602:ffe4:1:45:6801:25ff:fec1:8c54,False,Gen2,4lbqo-vgpoe-kemak-voout-777uo-kk74n-fnct3-pc4eg-3txi3-7cghf-rqe,4fedi-eu6ue-nd7ts-vnof5-hzg66-hgzl7-liy5n-3otyp-h7ipw-owycg-uae,Power Meta Corporation,REPLICA,hkcolo,"Asia,HK,HongKong",UP,
144,5flj4-x56ts-jud7h-rzygl-a7uas-2degg-kyz5e-xojpt-pbuph-34zby-bae,,sh1,Stockholm 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:4c08:2003:b09:6801:c4ff:feeb:c02b,False,Gen1,lgp6d-brhlv-35izu-khc6p-rfszo-zdwng-xbtkh-xyvjg-y3due-7ha7t-uae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,REPLICA,Digital Realty,"Europe,SE,Stockholm",UP,
146,5fpzb-vvlbo-rtbdy-4kcev-qy4k2-okbxr-3wtbp-nmjra-bqknh-zmquz-kqe,,nd1,New Delhi 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2401:7500:ff1:20:6801:7ff:fea2:e491,False,Gen2,ri4lg-drli2-d5zpi-tsseq-soivo-qrydm-cvjwd-dbmgz-al7fj-4al6w-iae,7uioy-xitfw-yqcko-5gpya-3lpsw-dw7zt-dyyyf-wfqif-jvi76-fdbkg-cqe,Marvelous Web3,REPLICA,Marvelous Web3 DC,"Asia,IN,New Delhi",UP,
147,5gcqu-upr5b-ol3fj-vz273-3ov5j-s2dzp-d3n4o-c3rdz-rnhto-tovcx-zqe,,sh1,Stockholm 1,,44e6a4830a03f05101a33d7baeb1f92c5c8093bc,2001:4c08:2003:b09:6801:baff:fe41:fa2c,False,Gen1,lgp6d-brhlv-35izu-khc6p-rfszo-zdwng-xbtkh-xyvjg-y3due-7ha7t-uae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,REPLICA,Digital Realty,"Europe,SE,Stockholm",UP,
148,5hni3-coaib-iuz4m-dxyvz-7bntg-hnwji-rghvw-sjvtj-nd2rd-jgjsn-jae,,sl1,Seoul 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:ed0:a:101:6801:77ff:fea0:b52c,False,Gen2,ukji3-ju5bx-ty5r7-qwk4p-eobil-isp26-fsomg-44kwf-j4ew7-ozkqy-wqe,4dibr-2alzr-h6kva-bvwn2-yqgsl-o577t-od46o-v275p-a2zov-tcw4f-eae,Neptune Partners,REPLICA,Megazone Cloud,"Asia,KR,Seoul",UP,
150,5hvab-67ek5-c7j2t-se7xt-zd3df-xjp6a-bnz76-kjx6e-bbx7e-rnwhz-nqe,,kr2,Seoul 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2606:fb40:201:1001:6801:afff:fe9d:f476,True,Gen2,5dwhe-vpbuf-zz5ml-ylu6k-7y2z2-36ywv-5e4wf-advxd-3endk-icvg4-cae,64xe5-tx2s3-4gjmj-pnozr-fejw2-77y5y-rhcjk-glnmx-62brf-qin5q-pqe,Web3game,REPLICA,Gasan,"Asia,KR,Seoul",UP,
152,5iihd-fkroy-ow5zp-hlvwz-bsgbl-mecta-kxubm-6adxr-ckcu6-prsus-fqe,IC_OrchestratorFlapping,hk4,HongKong 4,,44e6a4830a03f05101a33d7baeb1f92c5c8093bc,2401:9140:0:5:6801:aff:feeb:eabd,False,Gen2,aaxec-cijpz-vzdwe-546fi-vahtf-s2awa-ldn7q-mzl2j-gmvhz-56zlq-mqe,cgmhq-c4zja-yov4u-zeyao-64ua5-idlhb-ezcgr-cultv-3vqjs-dhwo7-rqe,Origin Game,REPLICA,hkntt,"Asia,HK,HongKong",DEGRADED,
153,5irn3-rlxhd-lp3cf-caeka-xu2ph-54ceg-afnwr-atwlj-a33ip-odxsy-iae,,pa2,Praha 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a01:5f0:a11:1400:6801:a1ff:fede:f571,False,Gen2,6hl6v-hhywj-4glb3-pptvl-tb2xq-l324t-hp3xt-buhuc-f4u5y-ig2js-yqe,3oqw6-vmpk2-mlwlx-52z5x-e3p7u-fjlcw-yxc34-lf2zq-6ub2f-v63hk-lae,Vladyslav Popov,UNASSIGNED,Coolhousing,"Europe,CZ,Praha",UP,
155,5jbfj-wygyf-jzcjw-s6ali-nlazr-nbejd-sfw6h-v44fg-hh34c-khde2-lqe,,sh1,Stockholm 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:4c08:2003:b09:6801:9bff:fe95:94a3,False,Gen1,lgp6d-brhlv-35izu-khc6p-rfszo-zdwng-xbtkh-xyvjg-y3due-7ha7t-uae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,REPLICA,Digital Realty,"Europe,SE,Stockholm",UP,
156,5jqmb-vz4s4-tp7g3-v22ai-lqxgz-fonyb-6mmlk-xsmfs-md3u4-ovqek-zqe,,pl2,Panvel 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2406:1840:100:15:6801:eeff:fef3:2c28,False,Gen2,7rw6b-6r7qv-al3uk-rimg7-ifkjv-hettz-lhmly-t55g7-xrwac-25ayy-wae,zy4m7-z5mhs-zfkpl-zlsjl-blrbx-mvvmq-5z4zu-mf7eq-hhv7o-ezfro-3ae,Krishna Enterprises,REPLICA,Yotta,"Asia,IN,Panvel",UP,
165,5osj4-6yxs6-czubw-7e547-kbpd5-j2na3-37ciw-xhu7l-pqefv-orvkk-bae,,jb3,Gauteng 3,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2c0f:e9f0:9804:b:6801:77ff:febb:3067,False,Gen2,ymenq-4sr5h-3imm6-kjjw6-2knuy-ntmlu-oqf5k-vdnzv-z427q-gqdot-sae,mme7u-zxs3z-jq3un-fbaly-nllcz-toct2-l2kp3-larrb-gti4r-u2bmo-dae,Wolkboer (Pty) Ltd,REPLICA,Xneelo,"Africa,ZA,Gauteng",UP,
170,5resh-f6n7z-xxkbq-7lpod-spptk-nyt7n-tcvf6-f5ecb-ixxwc-6k5ai-rqe,,ar1,CABA 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2803:8d00:b000:f738:6801:24ff:fee6:44c9,False,Gen2,5p6xp-glfoz-fgh6d-4rx7e-hix7t-c4vcp-u2xhn-gv4mm-fkozw-6mntb-7qe,s5nvr-ipdxf-xg6wd-ofacm-7tl4i-nwjzx-uulum-cugwb-kbpsa-wrsgs-cae,Mariano Stoll,UNASSIGNED,SyT - Servicios y Telecomunicaciones S.A.,"South America,AR,CABA",UP,
172,5rvo7-6mntd-ibedt-p3a6p-u3iaa-uhpqg-wqel6-pfw5f-ppus7-5ek4z-sae,,tv1,Tel Aviv 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a03:ff40:dcbe:1019:6801:bff:fe50:c442,False,Gen2,lis4o-siuek-6zrm6-g5pkh-lswnt-ttsd4-henvb-d6mit-lgfpr-lynph-xae,6sq7t-knkul-fko6h-xzvnf-ktbvr-jhx7r-hapzr-kjlek-whugy-zt6ip-xqe,GeoNodes LLC,UNASSIGNED,Interhost,"Asia,IL,Tel Aviv",UP,
